Date,Country,Rating,User,Version,Title,Review
8/15/2013,US,5,heman8400,2.0.4,Exactly what I wanted,"Upload pictures, and make them viewable everywhere? I'll be getting the unlimited subscription soon (through the website) because this is how the cloud is supposed to work with pictures."
8/14/2013,GB,4,acetuk,2.0.4,Great fun,"I'm loving this app. Being able to see lots of my old photos and have the app find highlights for me is great fun.Things I would like to see -Being able to flag favourites for easy finding later.Simple tagging so I can add appropriate names, places etc.Being able to delete photos I don't want to see in my collection.Other than that this is a great service and one I will continue to use for quite sometime."
8/14/2013,AU,4,Billy Badgee,2.0.4,Brilliant,"An excellent way to get all those photos in one place, where you'll actually look at them. Nice Flashback feature lets you see what you were up to on that day back through the years. Maybe a Places filter would be a nice add."
8/14/2013,SG,5,kenlimkenlim,2.0.4,Wonderful photo organisation,"A great way to organise, save and view my photos."
8/14/2013,US,5,nickhnry,2.0.4,Such a wonderful service!,Great solution to backing up all my photos easily.
8/14/2013,US,5,Mikeraboy,2.0.4,Clever app,This app works really well and is very clever.  I get a notice to look at pics and there is a birthday party from two years ago.
8/14/2013,US,5,App junkie 3000,2.0.4,Good app!,"I had some other ""photo management"" app that, if you deleted the pictures from your camera roll, they also were deleted from the app.  What good is that?  I've only had this a couple of days, but it seems very good."
8/13/2013,US,4,Themattgorr,2.0.4,Almost there!,"Definitely a 5 star review in comparison to any other program, but I'm giving it 4 because its a work in progress with some of the more 'advanced' features like object recognition."
8/13/2013,CH,5,onecut,2.0.4,Works well,Almost Better than the website !
8/13/2013,FR,5,Orfalaise,2.0.4,Application bien pensée!,"J'ai découvert Everpix il y a un mois et ai souscrit à l'option payante. C'est très bien conçu, mes photos sont accessibles à partir de tous mes appareils et de n'importe quel ordinateur. Les photos prennent très peu de place, plus besoin de saturer la mémoire de l'iPhone... À essayer sans hésiter..."
8/13/2013,AU,5,ZacG,2.0.4,Couldn't be happier,"Literally all of your photos in one place. I now have over 22,000 photos from the last 15 years in Everpix, and can access any of them on any of my devices whenever I want. Well worth a look at if you've been wondering how to manage a large photo library and access it on your iPhone or iPad."
8/13/2013,JP,4,Gaijin obudupikin,2.0.4,Everpix,Great app lovely UI ...I wish videos too could be backed up along with the stills.fingers crossed!
8/12/2013,GB,3,markcwalk,2.0.4,I've been loving the flashbacks,"I've been loving the flashbacks, but the fact you don't seem able to delete photos is awful. Seems like such an obvious feature, but if it is currently a feature then it's well hidden!"
8/12/2013,US,1,Average Joe™,2.0.4,Not all images uploaded.,Everpix will only upload your images if it meets its criteria (see FAQ on website). Bought 1 yr subscription and started uploading 1000+ images. 100 weren't uploaded. No popup or info why they weren't uploaded. This is not an alternative to Dropbox. You have to manually check what has been uploaded before you delete from iPhone.
8/11/2013,PT,4,JoaquimRC,2.0.3,Excelent,"Uploaded 25000 pics, works wonderfully. Best: can jump to any of the 25000 in my iPhone! Flash back is really great, a source of joy for the family. Worst: no map overview like in iPhoto even throw the geolocation is there and maps shown in individual photos."
8/11/2013,DK,5,jedegn,2.0.4,Perfekt til deling af billeder,"Virkelig godt program til deling af billeder mellem flere brugere.Opload fra iPad, iPhone, PC, MAC.Flashback er super fint man for en mail hver dag der viser de billeder man tog for et to tre år tilbage i tiden."
8/11/2013,US,5,pcmhatre,2.0.4,Excellent photo archive,Love the ease of use. Pretty handy archive of all your photos on the go. The de-duplicating is an awesome feature. Highly recommend.
8/11/2013,US,5,A.Fruit,2.0.4,The missing iPhone app,"The way photos SHOULD be on the iPhone & Mac ecosystem. I'm dropping iPhoto as my main photo management tool, dropping Dropbox for cloud storage of photos, and turning off iCloud sync for photos. This app is all you need."
8/11/2013,CA,4,Amityone,2.0.4,"Simple, fast!",Everpix is a great was to backup photos and to always have them available on whatever I'm using at the time. It's what Photostream should be.
8/10/2013,FR,5,Neritea,2.0.3,Great App,"Easy, reliable, fast, well designed. It only lacks the ability to sync videos."
8/10/2013,US,5,Rater570,2.0.4,What Photostream should be,"Premium subscription worth every penny. Only request is that they offer more methods to automatically organize/filter photos (eg, 'places' or 'faces')"
8/9/2013,CH,5,Mensen,2.0.4,Great App!,Thank you Everpix for taking care of my pictures for me. I love the Flashbacks! Keep up improving your service :D
8/9/2013,US,5,pixel9,2.0.4,Fantastic!,Works great! Unlimited storage is a great deal for peace of mind!
8/9/2013,US,5,Indulgent Geek,2.0.4,Amazing App,This is hands down the best photo management app in the App Store. Easily worth $5 a mo th.
8/9/2013,US,5,Buse,2.0.4,Awesome!,"Fantastic app and site. So nice to see all of our 50,000+ photos in one spot. We love the daily Flashback emails. My kids and I enjoy seeing those each day. Keep up the good work!"
8/9/2013,US,5,Krazygoat,2.0.4,Love Everpix,"It is by far the best way to manage and keep track of my photos, the app has a nice clean UI and is stable. Love the daily flashbacks!"
8/9/2013,US,5,Einstein Q. Rockefeller,2.0.4,"Great app, great service!",One of the best ways to backup all your photos. Flashback makes for fun trips down memory lane.
8/9/2013,US,5,Sltpnts,2.0.4,Great app,"Very pleased with Everpix. Easy interface, fun to use with my kids to look back at baby pictures and other embarrassing shots!!"
8/8/2013,JP,4,yfp,2.0.3,容量無制限の自動同期、すばらしい,iOSだけじゃなく、macアプリもあるから、いつの間にか全ての写真をiPhoneで見られるようになってて、かなり快適。
8/8/2013,US,4,nuchosya,2.0.3,These guys nailed it!,"Perfect! Except, that you cannot download your full library.. Then it would be 5/5!"
8/8/2013,US,4,dsecrest,2.0.3,Loving it!,No longer have to depend on iPhoto smart albums to organize photos by date. Just upload them and Everpix does the rest. Also LOVING the flashback feature.
8/7/2013,BE,5,Kalakov,2.0.3,Best photo organizer and auto sync!!!,Everpix really is magic !
8/7/2013,NO,5,picatta,2.0.3,Perfekt for familiebiler,Dette er den beste løsningen jeg har kommet over for å ha tilgang til familiebiler på en enkel måte. Hver dag finner app'n frem gamle bilder som nærmest er glemt. I tillegg er gir app'n en veldig lett og enkel måte å gå gjennom bildene dine på. Anbefales.
8/7/2013,US,5,tobyond,2.0.3,Everything photo stream should be,Amazing. I've been looking for a simple way to have all my pics in the cloud.
8/6/2013,GR,5,Tom Jobim,2.0.3,Excellent,Excellent experience!!!!
8/6/2013,ES,5,Blaine69,2.0.3,Gran servicio para guardar fotografías,"Excelente servicio para guardar todas tus fotos. Integrado con iOS, Mac y Windows"
8/6/2013,CA,5,wreleven,2.0.3,Awesome,Everpix allows me to backup all my photos as well as access them from anywhere.
8/5/2013,GB,5,Running Nige,2.0.3,Amazing!!,"Everpix is simply amazing, especially like the Flashback feature which is a great way of remembering and talking about past events.It is literally everything that Photo stream isn't. Well worth subscribing.:-)"
8/5/2013,IT,5,*Elvis*,2.0.3,Perfetto!,La soluzione definitiva per la gestione delle foto!!
8/5/2013,US,1,Sticky_girl,2.0.3,Maintenance!!,"Can't sign up, can't sign in, can't access!Well, this is not an app I'm willing to trust with tens of thousands of my photos..."
8/5/2013,US,5,gn0me,2.0.3,Need the Raw Support.,"Great app, but need raw-files support"
8/4/2013,US,5,Fazworld,2.0.3,Best photo organizing app,"I have used many photo managing applications, but Everpix is one of the best. It really makes the process of finding pictures easy, whether it's per year or photo type or whatever. And sharing pictures is a breeze."
8/4/2013,US,5,Sunshine committee,2.0.3,Wonderful app,With this app you can pull up all of your pics on your iPhone without using up your storage
8/3/2013,US,5,Shawn Hickman,2.0.3,Best photo service,This is the best photo service I've ever used. Makes managing all my photos extremely easy. I love the photos from the past feature too.
8/3/2013,US,5,fozzieiam,2.0.3,Amazing,"Love it. Makes my life much easier when looking for a pic. When I want to share am image from my library no matter where I am I can find it online with my iPhone, iPad or computer. Thank you !"
8/3/2013,US,5,hwilke01,2.0.2,You won't be disappointed,Never lose another photo from your phone again.  And stop worrying about external disks.  This app and service is amazing and while not perfect (would be nice to pick photos from multiple days to make an 'event' or photo album) it still definitely doesn't disappoint. Excellent app and service.  There has been a need in the digital photo marketplace since smart phones first started taking pictures!
8/3/2013,CA,5,Toe350,2.0.3,Excellent!!,"It is now my reference when I look for any picture! Notes, family pictures or else, it's there!"
8/2/2013,DE,5,TF19788,2,Beautiful way to rediscover your own photos,Won't miss it.
8/2/2013,FR,2,Yvan Teule,2.0.3,Joli mais quelle utilité ?,"Il s'agit d'une synchronisation en temps réel des photos qui sont sur son ordinateur dans le Cloud. C'est joliment présenté, mais on a pas le choix du classement. Les photos sont classées par événements qui correspondent à la date de leur création ou de leur téléchargement sur son ordinateur. En réalité ça ne correspond pas toujours à un événement mais cela on ne peut le changer. Et c'est bien une synchronisation. Ce qui veut dire que les photos supprimées sur son ordinateur sont aussi supprimées sur Everpix. À quoi cela sert-il ? Pour ma part, je préfère de très loin Flickr où l'on décide soi-même de ce qui doit y être ou pas. Et depuis la gratuité de Flickr pour 1 TOctet , y'a pas photo ! D'autant que si on réduit le poids des photos avec l'appli JPEGmini, 1 To c'est quasiment de l'illimité.YT"
8/2/2013,US,5,HunterKerhart,2.0.3,Amazing app!,"Just needs video support, and to fine tune the explore section."
8/1/2013,GB,4,Gadget Phil,2.0.2,Great app for the memory,"Is it perfect no, especially management of images your not happy with. The app has room to grow, but more importantly it has a place on your phone or iPad..."
8/1/2013,US,5,Phisher13,2.0.2,Awesome,Best photo storage app I have every found its like iPhoto but much much easier takes every photo I have close to 6000 and scrubs them in highlights and presents them by time in a very cool fashion. I can't say enough good things anyways keep up the good work Everpix cuz this app rocks..FYI works just as good on a windows pc Mac iPad or iPhone all if which I am using.
7/31/2013,GB,5,Raffles52,2.0.2,Great photo app,Does what it says! Great way of bringing pictures together. Very easy to use.
7/30/2013,DK,4,Wagga wagga75,2.0.2,Very convenient app,I like this app as it very nicely displays my pictures.
7/30/2013,GB,1,Monkey Majiks,2.0.2,Crashes all the time,"I imagine this app works quite well with your photos, shame after hours of uploading images my phone just crashes when opening the app."
7/29/2013,NO,4,Boone_no,2.0.2,Veldig lovende,"Bra konsept, noen småmangler jeg regner med blir ordnet opp i."
7/29/2013,AR,5,Lisandro M. Enrique,2.0.2,Great App for Photographers. Excelente aplicación para Fotógrafos.,"It's a great app with a hugh mount of details and things that make more easy the photographer life. It's simple, organized, clean and beautiful. And most of all, he way to share some pictures with your clients it's amazing. Forget about uploading photos to our FTP, or other kind of services, just point some folder, let Everpix do the rest, then share!Continue working guys! The only thing that I want it's the possibility to add trough Facebook all the Fan Pages from my fcbk account."
7/29/2013,CA,5,RedRabbit123,2.0.2,Great option for photo backup,"After dropping my external hard drive with my entire Aperture library on it and now paying $600 to get it back, I wanted to find an online backup option. I still have issues with storing ALL my photos on this companies servers but haven't seen anything in their TOS saying they own the photos or even have access to them. Works seamlessly in the background and all of my photos from my Mac and iPhone are on my account without me thinking about it. The Highlights and Flashback features are really nice to explore your photos and remember a lot of forgotten photos.Only real negative things things if suggest for improvement is to add the ability to delete or hide photos from inside the iOS app instead of only on the website. Also, when I hide photos, I should be able to view a ""Hidden"" folder or something where I can unhide individual photos."
7/28/2013,NZ,5,Fastred,2.0.2,Excellent and easy to use,"This app and the associated service are am excellent way to manage an increasingly large collection of electronic photos. Not only does it enable cloud backup, it makes exploring older photos a lot of fun. Highly recommended."
7/28/2013,GB,5,pmbonar,2.0.2,Thanks...,...its just awesome
7/28/2013,GB,4,Craig Beattie,2.0.2,Curious about semantic features,But the picture browsing is cool too!
7/28/2013,GB,4,The_Dr00,2.0.2,A real Life Saver,"Awesome service, fast syncing and a great price.I love that in addition to storing your pictures you get to view them and have them all so accessible, especially through features such as ""Flashback"".If they gave me the ability to delete photos from the app (and not just the website) this would be a 5 star product, no doubt."
7/28/2013,US,4,Bryan Parker,2,"Like it, judging it based on Beta standards","There are some bugs (animal pics just return random, flashbacks do not work on mobile), but the layout and initial experience is good."
7/27/2013,US,1,Xtnshun,2.0.2,Sorry I updated,"I should have learned by now.  When I try to explore ""food"" it crashes.  I've reset the iPad but it still does it,  so I would recommend holding off.The latest version syncs much better, is quicker in most cases but has increased the number of ""clicks"" to get to the things I use.  Plus I'm not sure the layout is better.I'm sure they'll improve things but it highlights to me how much a subscription service could be devalued with a bad redesign .Update: I've tried it for a couple of weeks and I have to say the UI isn't as good as the old version particularly on the iPhone.  They've mashed up the highlights and moments views and it just seems like a mess to me."
7/27/2013,US,5,EllisRichard,2.0.2,Like it,I actually like getting emails almost daily reminding me of pics I took years ago.  I email them to people in the pics or with me at the time I took them.
7/27/2013,CA,4,Tangster_01,2.0.2,Awesome and just getting better,"Great app/ service for keeping, remembering and sharing life in pictures. Love the flashbacks, so nice to be taken back in time weekly/ daily. And so easy to use too."
7/26/2013,GB,5,MatrixProductions.co.uk,2.0.2,Great!,Exactly what I was looking for!
7/26/2013,US,5,WApatriot,2.0.2,Great App,"And great service. It's great knowing all my photos are safe and accessible, with duplicates removed and metadata preserved."
7/26/2013,US,2,jupebox,2.0.2,Delete..... Still not able to delete.,"You cannot delete photos.  If you could delete, it would be a 4.5 star app.  Without deleting, it is 1.5 in my book."
7/26/2013,CA,5,Western592,2.0.2,Great App!,Works great and keeps my pics organized.
7/26/2013,FR,3,egrosdidier,2.0.2,Belle app mais...,"App fonctionnelle, belle interface, très pratique pour voir sur ses iDevices les photos stockées sur son compte et les exporter.Un manque majeur : on ne peut pas supprimer de photo à partir de cette app, ou alors la fonction est terriblement bien cachée..."
7/25/2013,DE,4,Dr. Dingens,2.0.1,Sehr nett,"Zum Vorzeigen aller Bilder super. Flashbacks auch. Die Erkennung der automatischen Kategorien läßt noch zu wünschen übrig. LR Unterstützung für Windows kommt bald, das fehlt mir auch noch..."
7/25/2013,FR,4,bastou75,2.0.1,Excellent,"Les versions précédentes nécessitaient un abonnement hors de prix. Et l'interface était minimaliste. On est désormais a l'opposé : diablement simple et efficace, on commence a prendre plaisir a l'utiliser. A découvrir."
7/25/2013,US,5,".........,,,,,,,,,,,",2.0.1,Awsome,Gina recommended it. Well worth it!
7/23/2013,NO,5,douglasdls,2.0.1,"Great app, working seamlessly",Recomended.
7/23/2013,GB,5,velvetD,2.0.1,Great,Nothing to fault with this app. Great for sharing photos and catching up withhold photos I'd forgotten about. Probably not so good for pictures you'd rather forget about.... But hey Ho.   :)
7/23/2013,US,5,gsiener,2.0.1,Great memories,Everpix captures all of your pictures and surfaces the best ones
7/22/2013,US,4,Harp395,2.0.1,Lots of fun and touching too,"Those moments from years back are always special to receive in my email. I do wish the app would also go into Shutterfly , where my old Kodak photos are or Picasa where I have many.  But an app well worth having."
7/22/2013,US,5,bradparnell,2.0.1,Finally.,"A great photo backup system, and my favorite feature is the daily emails I get of what photos I took 1 and 2 years ago on the same day."
7/21/2013,NL,5,marcogroen,2.0.1,Eindelijk!!,"Wat een geweldige tool! Eindelijk een goeie, cross platform cloud foto opslag die niet lastig of druk is.Naast een app voor de iPhone is er ook een super overzichtelijke website en een Mac app. Al mijn iPhoto foto's heb ik nu overal bij de hand. Ze staan overzichtelijk geordend op datum. Foto's staan keurig bij elkaar in wat men moments noemt. De weergave is modern en speels. Erg leuk!Foto's zijn per stuk of per ""moment"" in het originele formaat te downloaden. Zou nog graag zien dat ik mijn complete iPhoto library kan restoren als een soort cloud backup."
7/21/2013,BR,5,Marcelo Bulgueroni,2.0.1,Melhor serviço para fotos,Melhor jeito de ter todas as suas fotos de todos os dispositivos acessíveis de um so lugar.
7/21/2013,US,5,m021478,2.0.1,Awesome!,"Flashback feature alone makes this app brilliant, but its so much more than just that! Truly awesome!"
7/20/2013,US,3,alex garfield,2.0.1,I'd love it even more,"If only it worked more consistently.It's a wonderful thing to receive an email every day that's got years of history in pictures.....it's frustrating though, because maybe 50/60% of the time, it just doesn't work.....I remain hopeful still....because when it does work, I love it...."
7/20/2013,US,5,James Brown,2.0.1,Great app and service,Great app and service - provides piece of mind to have my photos off-site.
7/18/2013,NL,4,Dirk en Herma,2.0.1,I enjoy my photos again,"I have uploaded my 22.000 photos from Aperture. Now I can enjoy them on iPad and other computers when I am on the move.Syncing works well: if I add locations later to some of my Aperture photos the new location shows up under Everpix.Sharing of photos has become straightforward and simple.The infrastructure seems to work well, I did not encounter any hassle. Everpix makes my photo life simpler.There remain some things to wish for.The iPad app has a slightly different functionality than the website. The app does not offer a list of the photo pages you have created.There is no way to select photos by location. Everpix does not take my ratings (the stars) into account. When a photo has different sources with conflicting locations, it only shows one.But these I consider mere glitches that in no way spoil the fun."
7/18/2013,US,5,Busterbusterbrown,2.0.1,Awesome,Anyone who used Snapjoy can use this- much better!
7/18/2013,US,5,Teddygraham122,2.0.1,Photographer,Great app for backing up photos I love it
7/17/2013,BE,5,Kalakov,2.0.1,Best photo organizer and auto sync!!!,Everpix really is magic !
7/17/2013,US,5,Nicholas Myers,2.0.1,Great for looking back,Easy to backup photos. Awesome feature is getting photos from past and it's actually fun to get their emails. Social features don't really exist though and would be nice in the future.
7/17/2013,CA,5,Mike Enns,2.0.1,No more iPhoto,"I love having easy access to all my photos, all the time. No need to mess around with iPhoto. I also love Everpix Flashback, showing me photos from this day in my past. Good memories (most of the time)."
7/16/2013,SE,4,Jocchino,2.0.1,NICE!!,Nice features for your Pics!
7/16/2013,NO,5,Cani76,2.0.1,Sømløst og enkelt!,Gjør det iCloud burde ha gjort - synkroniserer bilder fra iDevicer og andre kilder på en enkel måte. Ingen duplikater og ingen fare for å slette bilder utilsiktet. Anbefales!
7/16/2013,GB,5,oldmovieguy,2.0.1,Great App,Best way of managing and storing pics I've come across.
7/16/2013,ES,4,Palogolf,2,Bien,Estupendo servicio. Resulta muy útil.
7/16/2013,US,5,Montrico Suarez,2.0.1,very nice,"beautiful app, fantastic web service"
7/16/2013,US,5,Miujj,2.0.1,Awesome app,Centralized pics filed by date.  Love the flashbacks.
7/16/2013,US,5,Jvanhilten,2.0.1,Best photo app,"I have used Picasa  for a long time, but Everpix has convinced me to switch. Everpix ensures smooth syncing between your PCs, iPhone and iPad, unlimited back-up and I love how your pictures are organized by moments. Also good to know Everpix already has a revenue model (subscription) which is important to me before I trust my pictures to a business. Highly recommended!"
7/15/2013,NL,5,Phonkstar,2.0.1,Fantastic,Love it!
7/15/2013,US,5,KPWDrRez,2.0.1,Awesome!!!,Awesome app!
7/14/2013,NZ,5,Sininakl,2.0.1,Perfect,"The service provided by Everpix is excellent. The smarts behind it groups photos well and I like the way it sits in the background and ""magically"" does all the heavy lifting. Without doing anything technical, I've got all my photos backed up online within easy reach."
7/14/2013,FR,5,Kolia78,2.0.1,Everpix est un très bon service,A essayer de toute urgence
7/14/2013,US,5,Monkeytoesy2k,2,I remember that picture...,"Nice way to rediscover you own photos. Once you hook it up to your archives, it automatically organizes them by date for you, no matter the source."
7/13/2013,ZA,5,eatyourplateempty,2.0.1,Everpix,"One of the most useful apps to organise and quickly access my huge photo library, even off-line"
7/13/2013,BE,5,Karl Demoen,2.0.1,Great!,Nice app to have all your photos from all your devices/social networks is one place.
7/13/2013,US,5,Ozexpat,2.0.1,Perfect archiving and synching of all photos,"Everpix can take photos from every source, iPhoto, aperture, camera roll, text messages, folders on your computer and save them forever. You can easily select or deselect sources (important if you don't want to archive certain text photos ;) and everything is automatically uploaded without you having to think about it. It's so great to never have to say ""oh that photo is on my other [mac, iPhone, iPad] at home, sorry"" It's also a great photo backup tool. Very cheap for what it does. This is what iCloud photo should have been."
7/13/2013,US,5,ambimby,2.0.1,Say hello to your photo archives!,"Digital photography allows us to take so many images that it's easy to get overwhelmed by them all to the point that you forget even your best shots. Everpix saves your best shots from obscurity, highlighting them with flashbacks and other views so you can relive all those moments and love your massive photo library again. Get it."
7/11/2013,IT,5,Roberto1971124567,2.0.1,Ottima,"Ottima app, riesce a o dividere sui vari dispositivi foto del tuo archivio, la consiglio a tutti"
7/11/2013,FR,5,Louije,2.0.1,Toutes ses photos sur iPad,"Une excellente façon d'avoir accès à mes cent gigas de photos sur iPhone et iPad, sans occuper d'espace sur les appareils. Et la fonction ""photo prises il y a un an"" (ou 2, 3, etc.) est assez vraiment bien pour les nostalgiques."
7/10/2013,GB,5,John ud,2.0.1,Fantastic app for an awesome service,After using a few different photo services to store and view my photos this is hands down the best option.
7/10/2013,FR,5,Kpouer,2.0.1,Excellent,"Un flux de photo puissance mille, il garde toutes vos photos de l'année précédente gratuitement et en plus très agréable à parcourir. Et sur abonnement garde toute votre collection. Un moyen agréable de revoir d'anciennes photos qu'on ne regardait jamais"
7/10/2013,US,4,Astrieanna,2,Great for actually looking at all you pics,This app is a nice way to see random old pics and revisit those memories.
7/9/2013,SE,4,franzstahl,2.0.1,Bra helhetstjänst,Om man som jag har 40000+ bilder så är det svårt att hålla koll på dem. Everpix gör ett ok jobb att sortera dem. Framförallt så finns dem i molnet och gör mig tryggare. Appen är riktigt bra och fungerar som jag förväntar mig att den borde.
7/9/2013,US,5,Alyssacritt,2,Everpix rules!,I love using this to keep track of all my photos - the daily flashback is super fun especially since I've installed it on my computer so I can even see six or seven years back! (:
7/9/2013,US,1,Xtnshun,2.0.1,Sorry I updated,"I should have learned by now.  When I try to explore ""food"" it crashes.  I've reset the iPad but it still does it,  so I would recommend holding off.The latest version syncs much better, is quicker in most cases but has increased the number of ""clicks"" to get to the things I use.  Plus I'm not sure the layout is better.I'm sure they'll improve things but it highlights to me how much a subscription service could be devalued with a bad redesign .Update: I've tried it for a couple of weeks and I have to say the UI isn't as good as the old version particularly on the iPhone.  They've mashed up the highlights and moments views and it just seems like a mess to me."
7/9/2013,AU,5,Gambas fil-fil,2,Seriously good,"After just a day of playing around with the trial, I subscribed. So nice to be able to idly flick through a broad, yet quality selection from years worth of photos on any of my devices (phone, iPad, and through the web service on my media centre pc and mac at work). A slideshow function would be a wonderful addition, I could sit watching that for many hours."
7/9/2013,US,5,ERIC KILLOUGH,2.0.1,The best!,Thanks!
7/8/2013,GB,5,Coredeck,2,Brilliant,This is simply brilliant
7/7/2013,IT,4,ussso,2,Bella utile,"Navigabilità fluida, da aggiungere qualche possibilità di personalizzazione."
7/7/2013,FR,5,Razouille,2,Jolie et pratique,Belle app qui fonctionne bien pour uploader et consulter les photos de son compte everpix.
7/6/2013,JP,5,w00kie,2,flashback,"the flashback feature that brings up pics taken on the same day years ago is the best part of the app, always brings a tear to my eye"
7/6/2013,DE,5,mcti,2,Absolut Top,Es fehlt noch die Löschmöglichkeit zusätzlich zum Ausblenden und die Auswahl aller Bilder auf einmal zum Download
7/6/2013,US,5,NutMusterd,2,Easy,Does the work for you
7/6/2013,US,5,burgy eight,2,Easy and does the work itself!,"Pretty amazing, I just had to download it on all of my devices and it uploaded the pictures itself!"
7/6/2013,CA,5,dwhogg,1.5.5,Love the photo reminders,Great app and service. Really enjoy getting emails with photo reminders from previous years.
7/5/2013,DE,5,... mir,2,Funktioniert,"Trotz nur 440kbs Upload dank meiner Leitung sind schon einige Hundert Bilder in der cloud und abrufbar Funktioniert soweit gut.+ Am AppleTV via AirPlay + Auf allen Geräten verfügbar (iPhone, Browser, appleTV)+ Ich kann Bilder teilen (ausgewählte natürlich)+ Schell und zuverlässig - leider recht wenig Einstellungen zwecks Verwaltung , alles wird automatisch verwaltet, geschoben und kategorisiert.. Kann man auch als Vorteil sehen.. Manuelle Korrekturen wären hier und da wünschenswert.- Die Erkennung von Gesichtern, Orten usw ist noch in der Entwicklung .Ist auf jeden Fall eine gute Alternative zum Photostream der nur die aktuellsten Bilder sichert und danach wieder rauswirft. Es ist ja ein recht junges Produkt.. Bei mir funktioniert es ohne Probleme - bisher zu mindest.."
7/5/2013,AU,5,We love Bumble bee,1.5.5,Awesome,The send random photo by email feature is amazing. Collage display and various sort features refreshing. I love it. Makes getting photo collections on various family phones very easy. No slide show feature yet but way more fun to use than built in photo albums in iOS 6.
7/4/2013,AU,4,zoby123,2,not on par with the web version,need the possibility to hide pictures from ipad. also would be nice to set more than 2gb cache
7/4/2013,US,5,Mahi vey,2,Great product,Organizes all my photos without me getting involved. Love the flashback Feature to see all the old photos I have taken over the years.
7/4/2013,US,1,Xtnshun,2,Sorry I updated,"I should have learned by now.  When I try to explore ""food"" it crashes.  I've reset the iPad but it still does it,  so I would recommend holding off.The latest version syncs much better, is quicker in most cases but has increased the number of ""clicks"" to get to the things I use.  Plus I'm not sure the layout is better.I'm sure they'll improve things but it highlights to me how much a subscription service could be devalued with a bad redesign .Update: I've tried it for a couple of weeks and I have to say the UI isn't as good as the old version particularly on the iPhone.  They've mashed up the highlights and moments views and it just seems like a mess to me."
7/3/2013,GB,4,RTPeat,2,Some Obvious Bugs,"As a service Everpix is pretty good, allows me to rediscover old pictures, and also find particular pictures without having to carry them all around all the time.However there are some annoying bugs, in particular it is consistently a year out on pictures, for example today it is showing me a picture from July 3rd 2009 captioned as three years ago, and pictures from July 3rd 2005 as seven years ago. It's a simple but annoying bug that has been present in multiple versions and hasn't been fixed."
7/3/2013,DE,5,TheFriendInMe,2,Great App,The App ecosystem works great already (Mac+iPad+iPhone). The upload works great and fast.I very much like the feature where you are shown pictures from exactly one year ago. Finally I really do look at my old pictures.Looking forward to more features. (Deleting on iOS)
7/3/2013,CA,5,codegoat,2,We love it!,Love it. No more sifting through our 150+gig family history. Flashback is awesome. A daily dose of memories!
7/2/2013,US,5,Pondage,2,Much better....,Excellent now!  Thank you for this....just signed up...for photo storage this replaces them all...
7/1/2013,NL,5,Toteki,2,Cool app!,This app actually makes sense of all the pictures in different places!
6/30/2013,DE,1,cantosinviva,2,Everpix,"Nach mehreren Stunden (steht ja auch im Tutorial), sage und schreibe 1 Foto upgeloaded. Alle Fotos, die bereits chic in seperate Alben oder im Fotostream eingeordnet sind, wurden nicht berücksichtigt. Ich dachte, probiere mal etwas Neues, ein frisches UI.Aber wo soll denn der Reiz liegen, umzusteigen????"
6/30/2013,US,5,coolguy45,2,Better than Snapjoy,"I just moved our photo collection to everpix and have been very pleased. I was an avid snapjoy user until they shut service down. Although I did like the look of snapjoy timeline a bit better, the other features make everpix a winner!"
6/29/2013,IT,4,fabulousfabio,2,Grande sistema,"L'app va affinata, si nota che è una prima versione, ma il sistema è geniale per archiviare le foto, godersele in ogni momento e inviarle.Il sistema è gratuito per un anno di foto, se si vuole andare più indietro, bisogna pagare."
6/29/2013,BE,5,Kalakov,2,Best photo organizer and auto sync!!!,Everpix really is magic !
6/29/2013,GB,4,Matti Tapaninaho,2,"Great service, highly recommended!",Nice way of exposing older photos as well as ones taken on other cameras than the iPhone.
6/29/2013,US,2,Kadrey,2,"Two steps forward, three step back","The latest update has changed so much, and seems to have favored simplification over functionality.The good: transition animations and faster syncing.The bad:- The layout. I preferred the previous layout with different sized thumbnails. It seemed easier to navigate and more interesting:- The elimination of the Sources view. Why??? I keep my photographs organized into projects, and I enjoy revisiting my photos by project. For example, I want to be able to browse through all of the photos from a vacation, not just those from one day. This view is no longer even an option.- Over reliance on the moments view. Why??? I rarely used the moments view in the previous version.- Highlights is no longer the default view. I thought highlights were one of Everpix's primary benefits?Sorry, guys, but I prefer the previous version."
6/28/2013,FR,4,zeBooZ,2,Très pratique et très beau! Mais...,"J'enlève une étoile pour  la nouvelle version 2.0. Elle est apparemment moins rapide, le partage est moins pratique (toutes les photos sont sélectionnées même si on en veux qu'une partie). La version iPad plante lorsque l'on trie par source. Je trouve la présentation 'highlights' moins jolie (trop carrée)."
6/28/2013,KR,3,yeuyeu0326,2,Nice~,Nice~!!  like a Cymera Gallery. :D
6/28/2013,US,4,It's RICO!,2,"Great app, but","Everything works very well. The Explore feature (filter by animals, nature, people, etc) only works okay. But I love the rest. Very much expecting to pay for a subscription after the trial is done. It's so satisfying to know that all your photos on all your devices and computers are backed up and organized!One thing that is terribly frustrating is that you can not download multiple photos to my phone. You have to do it one at a time. Ugh lame! I wish I could download all the pics from an event at once, or at least ""save to camera roll"" as many photos as I select! Such a silly miss that continues in v2.0."
6/28/2013,US,5,Philippe Gauthier,2,Fantastic redesign,I love the direction this app is taking. Simplifying the app to make finding your photos easier and more intuitive. Can't wait to see what's next with everpix.
